id,name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1000141,Worker 141,"Maintenance
(04/01/2026-10/01/2026)",,,,"Test2
(01/02/2026-07/02/2026)","Test2
(08/02/2026-14/02/2026)",,,,,"Test1
(15/03/2026-21/03/2026)","Training
(22/03/2026-28/03/2026)","Kitchen
(29/03/2026-04/04/2026)",,,,,,,"Cleaning
(17/05/2026-23/05/2026)",,,,,"RASAR
(21/06/2026-27/06/2026)",,,,,,,"Training
(09/08/2026-15/08/2026)","Test3
(16/08/2026-22/08/2026)",,,,"Cleaning
(13/09/2026-19/09/2026)","Kitchen
(20/09/2026-26/09/2026)","Kitchen
(27/09/2026-03/10/2026)",,,"Security
(18/10/2026-24/10/2026)",,,,,,,,,"Test3
(20/12/2026-26/12/2026)","Test3
(27/12/2026-02/01/2027)"
1000142,Worker 142,"RASAR
(04/01/2026-10/01/2026)","Cleaning
(11/01/2026-17/01/2026)",,,"Guarding Duties
(01/02/2026-07/02/2026)",,,,,,,,"Cleaning
(29/03/2026-04/04/2026)",,,"Guarding Duties
(19/04/2026-25/04/2026)","Maintenance
(26/04/2026-02/05/2026)",,"Security
(10/05/2026-16/05/2026)",,,,,,"Test1
(21/06/2026-27/06/2026)",,"Cleaning
(05/07/2026-11/07/2026)",,,,"Test2
(02/08/2026-08/08/2026)",,,,"Test2
(30/08/2026-05/09/2026)",,,,,,,,"Security
(25/10/2026-31/10/2026)",,"Test3
(08/11/2026-14/11/2026)","Maintenance
(15/11/2026-21/11/2026)","Maintenance
(22/11/2026-28/11/2026)",,,,"Training
(20/12/2026-26/12/2026)","Test1
(27/12/2026-02/01/2027)"
1000143,Worker 143,"Test3
(04/01/2026-10/01/2026)",,"Kitchen
(18/01/2026-24/01/2026)",,"RASAR
(01/02/2026-07/02/2026)",,,,,,,,,,"RASAR
(12/04/2026-18/04/2026)",,"Training
(26/04/2026-02/05/2026)",,,,,,"Maintenance
(07/06/2026-13/06/2026)",,"Kitchen
(21/06/2026-27/06/2026)","Security
(28/06/2026-04/07/2026)","Guarding Duties
(05/07/2026-11/07/2026)",,"Test2
(19/07/2026-25/07/2026)",,,"Security
(09/08/2026-15/08/2026)","Training
(16/08/2026-22/08/2026)",,,,,,,,,,,"Cleaning
(01/11/2026-07/11/2026)",,"Test3
(15/11/2026-21/11/2026)",,,,"Kitchen
(13/12/2026-19/12/2026)",,
1000144,Worker 144,,"Training
(11/01/2026-17/01/2026)",,"Security
(25/01/2026-31/01/2026)",,,,,,,"Security
(15/03/2026-21/03/2026)",,"Test2
(29/03/2026-04/04/2026)","Maintenance
(05/04/2026-11/04/2026)",,"Security
(19/04/2026-25/04/2026)","Training
(26/04/2026-02/05/2026)","Cleaning
(03/05/2026-09/05/2026)","Kitchen
(10/05/2026-16/05/2026)",,,,,"Maintenance
(14/06/2026-20/06/2026)",,,,,,,"Training
(02/08/2026-08/08/2026)",,,"Kitchen
(23/08/2026-29/08/2026)","Guarding Duties
(30/08/2026-05/09/2026)","Test2
(06/09/2026-12/09/2026)",,,,"Training
(04/10/2026-10/10/2026)",,,,"Test2
(01/11/2026-07/11/2026)",,"Test3
(15/11/2026-21/11/2026)",,,,"Security
(13/12/2026-19/12/2026)",,
1000145,Worker 145,"Kitchen
(04/01/2026-10/01/2026)",,,"RASAR
(25/01/2026-31/01/2026)",,,,"Test1
(22/02/2026-28/02/2026)","Maintenance
(01/03/2026-07/03/2026)",,,,,,,,"Guarding Duties
(26/04/2026-02/05/2026)",,,,"Kitchen
(24/05/2026-30/05/2026)",,,"Test2
(14/06/2026-20/06/2026)",,,,,"Training
(19/07/2026-25/07/2026)",,"Kitchen
(02/08/2026-08/08/2026)",,,,"Training
(30/08/2026-05/09/2026)",,,,"Test1
(27/09/2026-03/10/2026)",,,,"Guarding Duties
(25/10/2026-31/10/2026)",,,"Guarding Duties
(15/11/2026-21/11/2026)",,,,,"Training
(20/12/2026-26/12/2026)",
1000146,Worker 146,"Cleaning
(04/01/2026-10/01/2026)","Test1
(11/01/2026-17/01/2026)",,"Maintenance
(25/01/2026-31/01/2026)","RASAR
(01/02/2026-07/02/2026)",,,,,,,,,,,"Test2
(19/04/2026-25/04/2026)",,,,"RASAR
(17/05/2026-23/05/2026)",,,,"Cleaning
(14/06/2026-20/06/2026)",,,,,,"Cleaning
(26/07/2026-01/08/2026)",,"RASAR
(09/08/2026-15/08/2026)",,,,"Guarding Duties
(06/09/2026-12/09/2026)",,,,,,"Guarding Duties
(18/10/2026-24/10/2026)","Test2
(25/10/2026-31/10/2026)",,,,"Training
(22/11/2026-28/11/2026)",,,"Cleaning
(13/12/2026-19/12/2026)","Cleaning
(20/12/2026-26/12/2026)","Guarding Duties
(27/12/2026-02/01/2027)"
1000147,Worker 147,,,,,"Maintenance
(01/02/2026-07/02/2026)",,"Security
(15/02/2026-21/02/2026)",,,,"Test3
(15/03/2026-21/03/2026)","Test1
(22/03/2026-28/03/2026)",,,,,"Kitchen
(26/04/2026-02/05/2026)","Security
(03/05/2026-09/05/2026)",,,,"Cleaning
(31/05/2026-06/06/2026)","Guarding Duties
(07/06/2026-13/06/2026)",,,,,,"Test2
(19/07/2026-25/07/2026)",,,,"RASAR
(16/08/2026-22/08/2026)",,,,,"RASAR
(20/09/2026-26/09/2026)","RASAR
(27/09/2026-03/10/2026)","RASAR
(04/10/2026-10/10/2026)",,,,,,,,"Maintenance
(29/11/2026-05/12/2026)",,"Security
(13/12/2026-19/12/2026)",,"Guarding Duties
(27/12/2026-02/01/2027)"
1000148,Worker 148,,,,,,,,,"Cleaning
(01/03/2026-07/03/2026)",,"Test1
(15/03/2026-21/03/2026)",,"Kitchen
(29/03/2026-04/04/2026)",,"Security
(12/04/2026-18/04/2026)",,,"Test2
(03/05/2026-09/05/2026)",,"Security
(17/05/2026-23/05/2026)","Training
(24/05/2026-30/05/2026)",,,,,,,"Test2
(12/07/2026-18/07/2026)","Guarding Duties
(19/07/2026-25/07/2026)",,,,"Cleaning
(16/08/2026-22/08/2026)","Training
(23/08/2026-29/08/2026)",,"Guarding Duties
(06/09/2026-12/09/2026)",,"Cleaning
(20/09/2026-26/09/2026)",,"Test2
(04/10/2026-10/10/2026)",,,,,,,,,,"Test2
(13/12/2026-19/12/2026)",,
1000149,Worker 149,,,,,,,,"Test1
(22/02/2026-28/02/2026)","Security
(01/03/2026-07/03/2026)",,,"Test3
(22/03/2026-28/03/2026)","RASAR
(29/03/2026-04/04/2026)",,,"Cleaning
(19/04/2026-25/04/2026)","RASAR
(26/04/2026-02/05/2026)",,"Security
(10/05/2026-16/05/2026)",,,,,,,,,"Test1
(12/07/2026-18/07/2026)","RASAR
(19/07/2026-25/07/2026)",,,,,"Training
(23/08/2026-29/08/2026)",,,"Test2
(13/09/2026-19/09/2026)",,,,"Security
(11/10/2026-17/10/2026)",,,"Cleaning
(01/11/2026-07/11/2026)",,,,,"Guarding Duties
(06/12/2026-12/12/2026)","RASAR
(13/12/2026-19/12/2026)",,
1000150,Worker 150,,,,,,,"Security
(15/02/2026-21/02/2026)","Training
(22/02/2026-28/02/2026)",,"Training
(08/03/2026-14/03/2026)",,,"Maintenance
(29/03/2026-04/04/2026)","Guarding Duties
(05/04/2026-11/04/2026)",,,,,,,,"Training
(31/05/2026-06/06/2026)",,,,,,,,,,"Cleaning
(09/08/2026-15/08/2026)","RASAR
(16/08/2026-22/08/2026)",,,,"Security
(13/09/2026-19/09/2026)","Maintenance
(20/09/2026-26/09/2026)",,,,,"Test2
(25/10/2026-31/10/2026)","Cleaning
(01/11/2026-07/11/2026)","Kitchen
(08/11/2026-14/11/2026)",,,"Cleaning
(29/11/2026-05/12/2026)","Cleaning
(06/12/2026-12/12/2026)",,,"Test1
(27/12/2026-02/01/2027)"
